REGION,TECHNOLOGY,VALUE
REGION1,DKE2IHFH5,31.536
REGION1,EEE2IHFH5,31.536
REGION1,ESE2IHFH5,31.536
REGION1,FIE2IHFH5,31.536
REGION1,FRE2IHFH5,31.536
REGION1,GRE2IHFH5,31.536
REGION1,HRE2IHFH5,31.536
REGION1,HUE2IHFH5,31.536
REGION1,IEE2IHFH5,31.536
REGION1,ITE2IHFH5,31.536
REGION1,LTE2IHFH5,31.536
REGION1,LUE2IHFH5,31.536
REGION1,LVE2IHFH5,31.536
REGION1,MTE2IHFH5,31.536
REGION1,NLE2IHFH5,31.536
REGION1,NOE2IHFH5,31.536
REGION1,PLE2IHFH5,31.536
REGION1,PTE2IHFH5,31.536
REGION1,ROE2IHFH5,31.536
REGION1,SEE2IHFH5,31.536
REGION1,SIE2IHFH5,31.536
REGION1,SKE2IHFH5,31.536
REGION1,UKE2IHFH5,31.536
REGION1,ATHFIBFH1,31.536
REGION1,BEHFIBFH1,31.536
REGION1,BGHFIBFH1,31.536
REGION1,CHHFIBFH1,31.536
REGION1,CYHFIBFH1,31.536
REGION1,CZHFIBFH1,31.536
REGION1,DEHFIBFH1,31.536
REGION1,DKHFIBFH1,31.536
REGION1,EEHFIBFH1,31.536
REGION1,ESHFIBFH1,31.536
REGION1,FIHFIBFH1,31.536
REGION1,FRHFIBFH1,31.536
REGION1,GRHFIBFH1,31.536
REGION1,HRHFIBFH1,31.536
REGION1,HUHFIBFH1,31.536
REGION1,IEHFIBFH1,31.536
REGION1,ITHFIBFH1,31.536
REGION1,LTHFIBFH1,31.536
REGION1,LUHFIBFH1,31.536
REGION1,LVHFIBFH1,31.536
REGION1,MTHFIBFH1,31.536
REGION1,NLHFIBFH1,31.536
REGION1,NOHFIBFH1,31.536
REGION1,PLHFIBFH1,31.536
REGION1,PTHFIBFH1,31.536
REGION1,ROHFIBFH1,31.536
REGION1,SEHFIBFH1,31.536
REGION1,SIHFIBFH1,31.536
REGION1,SKHFIBFH1,31.536
REGION1,UKHFIBFH1,31.536
REGION1,ATHFIBFH2,31.536
REGION1,BEHFIBFH2,31.536
REGION1,BGHFIBFH2,31.536
REGION1,CHHFIBFH2,31.536
REGION1,CYHFIBFH2,31.536
REGION1,CZHFIBFH2,31.536
REGION1,DEHFIBFH2,31.536
REGION1,DKHFIBFH2,31.536
REGION1,EEHFIBFH2,31.536
REGION1,ESHFIBFH2,31.536
REGION1,FIHFIBFH2,31.536
REGION1,FRHFIBFH2,31.536
REGION1,GRHFIBFH2,31.536
REGION1,HRHFIBFH2,31.536
REGION1,HUHFIBFH2,31.536
REGION1,IEHFIBFH2,31.536
REGION1,ITHFIBFH2,31.536
REGION1,LTHFIBFH2,31.536
REGION1,LUHFIBFH2,31.536
REGION1,LVHFIBFH2,31.536
REGION1,MTHFIBFH2,31.536
REGION1,NLHFIBFH2,31.536
REGION1,NOHFIBFH2,31.536
REGION1,PLHFIBFH2,31.536
REGION1,PTHFIBFH2,31.536
REGION1,ROHFIBFH2,31.536
REGION1,SEHFIBFH2,31.536
REGION1,SIHFIBFH2,31.536
REGION1,SKHFIBFH2,31.536
REGION1,UKHFIBFH2,31.536
REGION1,ATNGIBFH1,31.536
REGION1,BENGIBFH1,31.536
REGION1,BGNGIBFH1,31.536
REGION1,CHNGIBFH1,31.536
REGION1,CYNGIBFH1,31.536
REGION1,CZNGIBFH1,31.536
REGION1,DENGIBFH1,31.536
REGION1,DKNGIBFH1,31.536
REGION1,EENGIBFH1,31.536
REGION1,ESNGIBFH1,31.536
REGION1,FINGIBFH1,31.536
REGION1,FRNGIBFH1,31.536
REGION1,GRNGIBFH1,31.536
REGION1,HRNGIBFH1,31.536
REGION1,HUNGIBFH1,31.536
REGION1,IENGIBFH1,31.536
REGION1,ITNGIBFH1,31.536
REGION1,LTNGIBFH1,31.536
REGION1,LUNGIBFH1,31.536
REGION1,LVNGIBFH1,31.536
REGION1,MTNGIBFH1,31.536
REGION1,NLNGIBFH1,31.536
REGION1,NONGIBFH1,31.536
REGION1,PLNGIBFH1,31.536
REGION1,PTNGIBFH1,31.536
REGION1,RONGIBFH1,31.536
REGION1,SENGIBFH1,31.536
REGION1,SINGIBFH1,31.536
REGION1,SKNGIBFH1,31.536
REGION1,UKNGIBFH1,31.536
REGION1,ATNGIBFH2,31.536
REGION1,BENGIBFH2,31.536
REGION1,BGNGIBFH2,31.536
REGION1,CHNGIBFH2,31.536
REGION1,CYNGIBFH2,31.536
REGION1,CZNGIBFH2,31.536
REGION1,DENGIBFH2,31.536
REGION1,DKNGIBFH2,31.536
REGION1,EENGIBFH2,31.536
REGION1,ESNGIBFH2,31.536
REGION1,FINGIBFH2,31.536
REGION1,FRNGIBFH2,31.536
REGION1,GRNGIBFH2,31.536
REGION1,HRNGIBFH2,31.536
REGION1,HUNGIBFH2,31.536
REGION1,IENGIBFH2,31.536
REGION1,ITNGIBFH2,31.536
REGION1,LTNGIBFH2,31.536
REGION1,LUNGIBFH2,31.536
REGION1,LVNGIBFH2,31.536
REGION1,MTNGIBFH2,31.536
REGION1,NLNGIBFH2,31.536
REGION1,NONGIBFH2,31.536
REGION1,PLNGIBFH2,31.536
REGION1,PTNGIBFH2,31.536
REGION1,RONGIBFH2,31.536
REGION1,SENGIBFH2,31.536
REGION1,SINGIBFH2,31.536
REGION1,SKNGIBFH2,31.536
REGION1,UKNGIBFH2,31.536
REGION1,ATBMIBFH1,31.536
REGION1,BEBMIBFH1,31.536
REGION1,BGBMIBFH1,31.536
REGION1,CHBMIBFH1,31.536
REGION1,CYBMIBFH1,31.536
REGION1,CZBMIBFH1,31.536
REGION1,DEBMIBFH1,31.536
REGION1,DKBMIBFH1,31.536
REGION1,EEBMIBFH1,31.536
REGION1,ESBMIBFH1,31.536
REGION1,FIBMIBFH1,31.536
REGION1,FRBMIBFH1,31.536
REGION1,GRBMIBFH1,31.536
REGION1,HRBMIBFH1,31.536
REGION1,HUBMIBFH1,31.536
REGION1,IEBMIBFH1,31.536
REGION1,ITBMIBFH1,31.536
REGION1,LTBMIBFH1,31.536
REGION1,LUBMIBFH1,31.536
REGION1,LVBMIBFH1,31.536
REGION1,MTBMIBFH1,31.536
REGION1,NLBMIBFH1,31.536
REGION1,NOBMIBFH1,31.536
REGION1,PLBMIBFH1,31.536
REGION1,PTBMIBFH1,31.536
REGION1,ROBMIBFH1,31.536
REGION1,SEBMIBFH1,31.536
REGION1,SIBMIBFH1,31.536
REGION1,SKBMIBFH1,31.536
REGION1,UKBMIBFH1,31.536
REGION1,ATBMIBFH2,31.536
REGION1,BEBMIBFH2,31.536
REGION1,BGBMIBFH2,31.536
REGION1,CHBMIBFH2,31.536
REGION1,CYBMIBFH2,31.536
REGION1,CZBMIBFH2,31.536
REGION1,DEBMIBFH2,31.536
REGION1,DKBMIBFH2,31.536
REGION1,EEBMIBFH2,31.536
REGION1,ESBMIBFH2,31.536
REGION1,FIBMIBFH2,31.536
REGION1,FRBMIBFH2,31.536
REGION1,GRBMIBFH2,31.536
REGION1,HRBMIBFH2,31.536
REGION1,HUBMIBFH2,31.536
REGION1,IEBMIBFH2,31.536
REGION1,ITBMIBFH2,31.536
REGION1,LTBMIBFH2,31.536
REGION1,LUBMIBFH2,31.536
REGION1,LVBMIBFH2,31.536
REGION1,MTBMIBFH2,31.536
REGION1,NLBMIBFH2,31.536
REGION1,NOBMIBFH2,31.536
REGION1,PLBMIBFH2,31.536
REGION1,PTBMIBFH2,31.536
REGION1,ROBMIBFH2,31.536
REGION1,SEBMIBFH2,31.536
REGION1,SIBMIBFH2,31.536
REGION1,SKBMIBFH2,31.536
REGION1,UKBMIBFH2,31.536
REGION1,ATWHIPPH0,1
REGION1,BEWHIPPH0,1
REGION1,BGWHIPPH0,1
REGION1,CHWHIPPH0,1
REGION1,CYWHIPPH0,1
REGION1,CZWHIPPH0,1
REGION1,DEWHIPPH0,1
REGION1,DKWHIPPH0,1
REGION1,EEWHIPPH0,1
REGION1,ESWHIPPH0,1
REGION1,FIWHIPPH0,1
REGION1,FRWHIPPH0,1
REGION1,GRWHIPPH0,1
REGION1,HRWHIPPH0,1
REGION1,HUWHIPPH0,1
REGION1,IEWHIPPH0,1
REGION1,ITWHIPPH0,1
REGION1,LTWHIPPH0,1
REGION1,LUWHIPPH0,1
REGION1,LVWHIPPH0,1
REGION1,MTWHIPPH0,1
REGION1,NLWHIPPH0,1
REGION1,NOWHIPPH0,1
REGION1,PLWHIPPH0,1
REGION1,PTWHIPPH0,1
REGION1,ROWHIPPH0,1
REGION1,SEWHIPPH0,1
REGION1,SIWHIPPH0,1
REGION1,SKWHIPPH0,1
REGION1,UKWHIPPH0,1
REGION1,ATHPHNFH0,1
REGION1,BEHPHNFH0,1
REGION1,BGHPHNFH0,1
REGION1,CHHPHNFH0,1
REGION1,CYHPHNFH0,1
REGION1,CZHPHNFH0,1
REGION1,DEHPHNFH0,1
REGION1,DKHPHNFH0,1
REGION1,EEHPHNFH0,1
REGION1,ESHPHNFH0,1
REGION1,FIHPHNFH0,1
REGION1,FRHPHNFH0,1
REGION1,GRHPHNFH0,1
REGION1,HRHPHNFH0,1
REGION1,HUHPHNFH0,1
REGION1,IEHPHNFH0,1
REGION1,ITHPHNFH0,1
REGION1,LTHPHNFH0,1
REGION1,LUHPHNFH0,1
REGION1,LVHPHNFH0,1
REGION1,MTHPHNFH0,1
REGION1,NLHPHNFH0,1
REGION1,NOHPHNFH0,1
REGION1,PLHPHNFH0,1
REGION1,PTHPHNFH0,1
REGION1,ROHPHNFH0,1
REGION1,SEHPHNFH0,1
REGION1,SIHPHNFH0,1
REGION1,SKHPHNFH0,1
REGION1,UKHPHNFH0,1
REGION1,ATCPCNFH0,1
REGION1,BECPCNFH0,1
REGION1,BGCPCNFH0,1
REGION1,CHCPCNFH0,1
REGION1,CYCPCNFH0,1
REGION1,CZCPCNFH0,1
REGION1,DECPCNFH0,1
REGION1,DKCPCNFH0,1
REGION1,EECPCNFH0,1
REGION1,ESCPCNFH0,1
REGION1,FICPCNFH0,1
REGION1,FRCPCNFH0,1
REGION1,GRCPCNFH0,1
REGION1,HRCPCNFH0,1
REGION1,HUCPCNFH0,1
REGION1,IECPCNFH0,1
REGION1,ITCPCNFH0,1
REGION1,LTCPCNFH0,1
REGION1,LUCPCNFH0,1
REGION1,LVCPCNFH0,1
REGION1,MTCPCNFH0,1
REGION1,NLCPCNFH0,1
REGION1,NOCPCNFH0,1
REGION1,PLCPCNFH0,1
REGION1,PTCPCNFH0,1
REGION1,ROCPCNFH0,1
REGION1,SECPCNFH0,1
REGION1,SICPCNFH0,1
REGION1,SKCPCNFH0,1
REGION1,UKCPCNFH0,1
REGION1,ATHWHSFH0,1
REGION1,BEHWHSFH0,1
REGION1,BGHWHSFH0,1
REGION1,CHHWHSFH0,1
REGION1,CYHWHSFH0,1
REGION1,CZHWHSFH0,1
REGION1,DEHWHSFH0,1
REGION1,DKHWHSFH0,1
REGION1,EEHWHSFH0,1
REGION1,ESHWHSFH0,1
REGION1,FIHWHSFH0,1
REGION1,FRHWHSFH0,1
REGION1,GRHWHSFH0,1
REGION1,HRHWHSFH0,1
REGION1,HUHWHSFH0,1
REGION1,IEHWHSFH0,1
REGION1,ITHWHSFH0,1
REGION1,LTHWHSFH0,1
REGION1,LUHWHSFH0,1
REGION1,LVHWHSFH0,1
REGION1,MTHWHSFH0,1
REGION1,NLHWHSFH0,1
REGION1,NOHWHSFH0,1
REGION1,PLHWHSFH0,1
REGION1,PTHWHSFH0,1
REGION1,ROHWHSFH0,1
REGION1,SEHWHSFH0,1
REGION1,SIHWHSFH0,1
REGION1,SKHWHSFH0,1
REGION1,UKHWHSFH0,1
